OrphaNumber,Disorder_Name,External_Source,External_ID,External_Mapping_Rel,External_Mapping_Status,Disorder_Synonyms
394532,"Multiple acyl-CoA dehydrogenase deficiency, mild type",OMIM,255100,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,"Glutaric aciduria type 2, mild type|MAD deficiency, mild type|MADD, mild type"
394529,"Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type",OMIM,231680,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,"Glutaric aciduria type 2, severe neonatal type|MAD deficiency, severe neonatal type|MADD, severe neonatal type"
394529,"Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type",OMIM,255100,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,"Glutaric aciduria type 2, severe neonatal type|MAD deficiency, severe neonatal type|MADD, severe neonatal type"
399808,Male infertility with teratozoospermia due to single gene mutation,OMIM,301059,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399808,Male infertility with teratozoospermia due to single gene mutation,OMIM,619094,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399808,Male infertility with teratozoospermia due to single gene mutation,OMIM,619102,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399808,Male infertility with teratozoospermia due to single gene mutation,OMIM,619144,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399808,Male infertility with teratozoospermia due to single gene mutation,OMIM,619044,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399808,Male infertility with teratozoospermia due to single gene mutation,OMIM,619177,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399808,Male infertility with teratozoospermia due to single gene mutation,OMIM,619145,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399808,Male infertility with teratozoospermia due to single gene mutation,OMIM,619095,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399808,Male infertility with teratozoospermia due to single gene mutation,OMIM,619258,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399808,Male infertility with teratozoospermia due to single gene mutation,OMIM,102530,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399808,Male infertility with teratozoospermia due to single gene mutation,OMIM,243060,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399808,Male infertility with teratozoospermia due to single gene mutation,OMIM,613958,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399808,Male infertility with teratozoospermia due to single gene mutation,OMIM,615413,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,618110,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,305700,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,617960,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,617706,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,615081,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,617707,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,619108,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,616950,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,619202,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,618115,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,108420,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,258150,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,270960,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,309120,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,613957,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,615413,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,615841,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,615842,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,OMIM,618086,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
399058,Alpha-B crystallin-related late-onset myopathy,OMIM,608810,E (Exact mapping: the two concepts are equivalent),Validated,Alpha-B crystallin-related late-onset distal myopathy|Late-onset distal crystallinopathy
399086,Finnish upper limb-onset distal myopathy,OMIM,610099,E (Exact mapping: the two concepts are equivalent),Validated,Distal myopathy type 3|MPD3
399096,Distal anoctaminopathy,OMIM,613319,E (Exact mapping: the two concepts are equivalent),Validated,MMD3|Miyoshi muscular dystrophy type 3
398156,Oculoauriculofrontonasal syndrome,OMIM,601452,E (Exact mapping: the two concepts are equivalent),Validated,OAFNS
398166,Focal facial dermal dysplasia,OMIM,136500,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,FFDD
398166,Focal facial dermal dysplasia,OMIM,227260,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,FFDD
398166,Focal facial dermal dysplasia,OMIM,614973,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,FFDD
398166,Focal facial dermal dysplasia,OMIM,614974,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,FFDD
398173,Focal facial dermal dysplasia type II,OMIM,614973,E (Exact mapping: the two concepts are equivalent),Validated,"FFDD type II|FFDD2|Focal facial dermal dysplasia 2, Brauer-Setleis type"
398189,Focal facial dermal dysplasia type IV,OMIM,614974,E (Exact mapping: the two concepts are equivalent),Validated,FFDD type IV|FFDD4|Focal facial dermal dysplasia 4|Focal facial preauricular dysplasia
398069,MAGEL2-related Prader-Willi-like syndrome,OMIM,615547,E (Exact mapping: the two concepts are equivalent),Validated,MAGEL2-related PWLS|Schaaf-Yang syndrome
398088,Hereditary cryohydrocytosis with normal stomatin,OMIM,185020,E (Exact mapping: the two concepts are equivalent),Validated,
435628,Keppen-Lubinsky syndrome,OMIM,614098,E (Exact mapping: the two concepts are equivalent),Validated,Generalized lipodystrophy-progeroid features-severe intellectual disability syndrome
435660,LIPE-related familial partial lipodystrophy,OMIM,615980,E (Exact mapping: the two concepts are equivalent),Validated,FPLD6|LIPE-related FPLD
435651,CIDEC-related familial partial lipodystrophy,OMIM,615238,E (Exact mapping: the two concepts are equivalent),Validated,CIDEC-related FPLD|FPLD5
435804,Short stature-advanced bone age-early-onset osteoarthritis syndrome,OMIM,165800,E (Exact mapping: the two concepts are equivalent),Validated,
435845,Lethal neonatal spasticity-epileptic encephalopathy syndrome,OMIM,618056,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Lethal neonatal rigidity-multifocal seizure syndrome
435845,Lethal neonatal spasticity-epileptic encephalopathy syndrome,OMIM,614498,E (Exact mapping: the two concepts are equivalent),Validated,Lethal neonatal rigidity-multifocal seizure syndrome
435930,Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome,OMIM,212550,E (Exact mapping: the two concepts are equivalent),Validated,
435953,Progeroid features-hepatocellular carcinoma predisposition syndrome,OMIM,616200,E (Exact mapping: the two concepts are equivalent),Validated,Ruijs-Aalfs syndrome
435988,Chronic atrial and intestinal dysrhythmia syndrome,OMIM,616201,E (Exact mapping: the two concepts are equivalent),Validated,CAID syndrome|Chronic atrial dysrhythmia-intestinal motility disorder
435934,COG2-CDG,OMIM,617395,E (Exact mapping: the two concepts are equivalent),Validated,COG2-related congenital disorder of glycosylation
435938,X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome,OMIM,300998,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,
435998,Autosomal recessive intermediate Charcot-Marie-Tooth disease type D,OMIM,616039,E (Exact mapping: the two concepts are equivalent),Validated,RI-CMT type D
436159,Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency,OMIM,616100,E (Exact mapping: the two concepts are equivalent),Validated,ALPS due to CTLA4 haploinsuffiency|CHAI|CTLA-4 haploinsufficiency with autoimmune infiltration disease
436151,Intellectual disability-expressive aphasia-facial dysmorphism syndrome,OMIM,616078,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Intellectual disability-loss of expressive language-facial dysmorphism syndrome
436151,Intellectual disability-expressive aphasia-facial dysmorphism syndrome,OMIM,616083,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Intellectual disability-loss of expressive language-facial dysmorphism syndrome
436169,Thrombomodulin-related bleeding disorder,OMIM,614486,E (Exact mapping: the two concepts are equivalent),Validated,THBD-related bleeding disorder|THBD-related coagulopathy|Thrombomodulin-related coagulopathy
436166,Periodic fever-infantile enterocolitis-autoinflammatory syndrome,OMIM,616050,E (Exact mapping: the two concepts are equivalent),Validated,NLRC4-related MAS|NLRC4-related autoinflammatory syndrome with MAS|NLRC4-related autoinflammatory syndrome with macrophage activation syndrome|NLRC4-related infantile enterocolitis-autoinflammatory syndrome|NLRC4-related macrophage activation syndrome
436182,Microcephalic primordial dwarfism-insulin resistance syndrome,OMIM,617253,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
436182,Microcephalic primordial dwarfism-insulin resistance syndrome,OMIM,616541,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
436174,Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome,OMIM,616007,E (Exact mapping: the two concepts are equivalent),Validated,CAGSSS
436245,Retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome,OMIM,616108,E (Exact mapping: the two concepts are equivalent),Validated,Retinal dystrophy-juvenile cataract-short stature syndrome
436242,Familial atrial tachyarrhythmia-infra-Hisian cardiac conduction disease,OMIM,616117,E (Exact mapping: the two concepts are equivalent),Validated,
436252,Combined immunodeficiency-enteropathy spectrum,OMIM,243150,E (Exact mapping: the two concepts are equivalent),Validated,CID-MIA/early-onset IBD
437552,Autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity,OMIM,615707,E (Exact mapping: the two concepts are equivalent),Validated,Autosomal recessive primary immunodeficiency with defective spontaneous NK cell cytotoxicity|CD16 deficiency
437572,MYH7-related late-onset scapuloperoneal muscular dystrophy,OMIM,181430,E (Exact mapping: the two concepts are equivalent),Validated,MYH7-related late-onset SPMD|MYH7-related late-onset scapuloperoneal syndrome
438178,Fatty acyl-CoA reductase 1 deficiency,OMIM,616154,E (Exact mapping: the two concepts are equivalent),Validated,FAR1 deficiency|PFCRD|Peroxisomal fatty acyl-CoA reductase 1 disorder
438159,STAT3-related early-onset multisystem autoimmune disease,OMIM,615952,E (Exact mapping: the two concepts are equivalent),Validated,
438134,PCNA-related progressive neurodegenerative photosensitivity syndrome,OMIM,615919,E (Exact mapping: the two concepts are equivalent),Validated,
438117,Steel syndrome,OMIM,615155,E (Exact mapping: the two concepts are equivalent),Validated,Bilateral hip and radial head dislocations-short stature-scoliosis-carpal coalitions-pes cavus-facial dysmorphism syndrome
438114,RARS-related autosomal recessive hypomyelinating leukodystrophy,OMIM,616140,E (Exact mapping: the two concepts are equivalent),Validated,
438075,Ketoacidosis due to monocarboxylate transporter-1 deficiency,OMIM,616095,E (Exact mapping: the two concepts are equivalent),Validated,
438274,GCGR-related hyperglucagonemia,OMIM,619290,E (Exact mapping: the two concepts are equivalent),Validated,Mahvash disease
438266,Progressive encephalomyelitis with rigidity and myoclonus,OMIM,184850,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,PERM
438216,PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome due to a point mutation,OMIM,616158,E (Exact mapping: the two concepts are equivalent),Validated,
438213,PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome,OMIM,616158,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
438207,Severe autosomal recessive macrothrombocytopenia,OMIM,616176,E (Exact mapping: the two concepts are equivalent),Validated,
439212,Early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome,OMIM,614399,E (Exact mapping: the two concepts are equivalent),Validated,EMARDD
439218,KCNQ2-related epileptic encephalopathy,OMIM,613720,E (Exact mapping: the two concepts are equivalent),Validated,KCNQ2-NEE|KCNQ2-related neonatal epileptic encephalopathy
439822,PDE4D haploinsufficiency syndrome,OMIM,615668,ND (not yet decided/unable to decide),Validated,
439254,ITM2B amyloidosis,OMIM,117300,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Familial cerebral amyloid angiopathy|ITM2B-related amyloidosis|ITM2B-related cerebral amyloid angiopathy
439254,ITM2B amyloidosis,OMIM,176500,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Familial cerebral amyloid angiopathy|ITM2B-related amyloidosis|ITM2B-related cerebral amyloid angiopathy
439854,Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease,OMIM,261740,E (Exact mapping: the two concepts are equivalent),Validated,Fatal congenital hypertrophic cardiomyopathy due to GSD|Fatal congenital hypertrophic cardiomyopathy due to glycogenosis
